SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-1353005263","de_DE","Anlasser für Mazda Cx-5 HELLA 8EA 011 612-801 12V 1.2kW NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Bohrungen",,"Zähnezahl",,"Besonderheiten",,"Oldtimer-Teil",,"Herstellergarantie",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"OE/OEM Referenznummer(n)",,"Kilometerstand",,"Oberflächenbeschaffenheit",,"Vergleichsnummer",,"Produktart","Anlasser","Hersteller","Behr Hella Service","Spannung","12 V","Starterleistung","1,2 kW","Ursprungsland",,"Herstellernummer","8EA 011 612-801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6536943755","de_DE","ANYCUBIC 3D Drucker Filament IPHHSBW-106 High Speed PLA 1.75mm Weiß",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modell",,"3D-Technologie",,"Besonderheiten",,"Schnittstelle",,"Maximale Druckgröße",,"Anzahl der Einheiten",,"Druckgeschwindigkeit",,"Düsengröße",,"Maßeinheit",,"Maximale Auflösung",,"Herstellergarantie",,"Breite",,"Höhe",,"Länge",,"Marke","ANYCUBIC","Ursprungsland",,"Herstellernummer","IPHHSBW-106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1289172081","de_DE","APOLLO Phantom Pro LED Meteor Cityroller, klappbar, 200mm Räder, 100kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Farbe",,"Kompressionstyp",,"Anzahl der Einheiten",,"Produktart","Tretroller","Altersempfehlung","Erwachsene, Jugendliche","Marke","APOLLO","Modell","Phantom Pro LED Meteor","Abteilung","Erwachsene & Jugendliche","Radgröße","200mm","Maximales Benutzergewicht","100 kg","Lenkerhöhe","90-105 cm","Gewicht","6.12 kg","Material","Robuste Materialien","Herstellernummer","11405","Trittbrett-Länge","52.5","Trittbrett-Breite","11","Ursprungsland","Deutschland","Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8605082485","de_DE","Aqua Marina Breeze 300cm SUP Board Set – Aufblasbares Allround Stand Up Paddle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","Aqua Marina","Kite-Sportart","Kitesurfen","Produktart","Stand Up Paddle Board","Besonderheiten","Drop-Stitch-Technologie, EVA-Deckpad","Modell","Breeze","Farbe","Grün","Herstellernummer","SKU-8605082485","Größe","300 cm","Abteilung","Unisex","Material","PVC","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6543182729","de_DE","AR HOME Spannbettlaken Gr. 140x200cm 80% Baumwolle 20% Recycelte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Abteilung",,"Muster",,"Länge",,"Breite",,"Charakter",,"Stil",,"Charakter Familie",,"GSM (Gramm pro Quadratmeter)",,"Form",,"Produktlinie",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Modell",,"Produktart","Spann-Bettlaken","Material","80% Baumwolle","Marke",,"Farbe","Beige","Ursprungsland",,"Besonderheiten","Recyceltes Material","Größe","140 x 200 cm","Zimmer","Schlafzimmer","Pflegeanleitung",,"Fadenzahl","201-400","Gütesiegel & Kennzeichnungen","Öko-Tex Standard",,,,,,,,,,,,,,,,,,,,20460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0110888325","de_DE","ARKK Copenhagen Sneaker Damen Gr. 37 Weiß Leder Visuklass Leather Strat65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktlinie",,"Modell",,"Charakter",,"Verschluss",,"Thema",,"Jahreszeit",,"Schuhweite",,"Akzente",,"Anlass",,"Gewebeart",,"Produktart",,"Aktivität",,"Muster",,"Erscheinungsjahr",,"Herstellungsjahr",,"Stollentyp",,"Vintage",,"Signiert",,"Herstellernummer",,"Individualisiert",,"Anzahl der Einheiten",,"Maßeinheit",,"Pronation",,"EU-Schuhgröße","37","Marke","ARKK Copenhagen","Abteilung","Damen","Stil","Sneaker","Farbe","Weiß","UK-Schuhgröße","6","US-Schuhgröße","6",,,,,,,,,,,,95672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7234186083","de_DE","ASICS EX89 Herren Sneaker White/White aus Wildleder mit Gum-Sohle Größe 41.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktlinie",,"UK-Schuhgröße",,"US-Schuhgröße",,"Charakter",,"Schuhschaft-Typ",,"Innensohlenmaterial",,"Thema",,"Laufsohlenmaterial",,"Futtermaterial",,"Schuhweite",,"Erscheinungsjahr",,"Herstellungsjahr",,"Jahreszeit",,"Aktivität",,"Produktart",,"Vintage",,"Signiert",,"Muster",,"Stollentyp",,"Herstellernummer",,"Individualisiert",,"Anzahl der Einheiten",,"Maßeinheit",,"Pronation",,"Marke","ASICS","EU-Schuhgröße","41.5","Modell","ASICS EX89","Abteilung","Herren","Stil","Sneaker","Farbe","White/White mit Gum-Sohle",,,,,,,,,,,,15709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5729537867","de_DE","Astrid Lindgren Gebundene Ausgabe Deutsch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genre 2",,"Erscheinungsjahr",,"Genre",,"Eigenschaften",,"Ausgabe",,"Signiert",,"Sportart",,"Format","Gebundene Ausgabe","Sprache","Deutsch","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5619085780","de_DE","ATE Bremsbelagsatz Hinterachse für Opel Signum & Vectra, ECE R90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einbauposition",,"Material",,"Anzahl pro Packung",,"Im Lieferumfang enthalten",,"Besonderheiten",,"Herstellergarantie",,"Tuning- & Styling-Teil",,"Oldtimer-Teil",,"Herstellernummer",,"OE/OEM Referenznummer(n)",,"Breite",,"Vergleichsnummer",,"Produktart","Bremsbelagsatz","Hersteller","ATE","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8902752253","de_DE","ATE Bremsscheibe 321mm für Hyundai Kia Vorderachse OE 24.0128-0248.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Bremsscheiben-Aussendurchmesser",,"Herstellergarantie",,"Länge",,"Mindestdicke",,"Oberflächenbeschaffenheit",,"Stärke",,"Vergleichsnummer",,"Hersteller","ATE","Einbauposition","Vorne","Produktart","Bremsscheibe","Bremsscheibenart","Belüftet","Material",,"Im Lieferumfang enthalten","Bremsbelagsatz","Oldtimer-Teil","Nein","Ursprungsland",,"Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","24.0128-0248.1","OE/OEM Referenznummer(n)","0588 + 0569","Höhe","67,1","Lochkreis","112",,,,,,,,,,,,,,,,,,,,,,,,,,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4616386559","de_DE","ATE Bremsscheibe Hinten 12mm für Audi A4/A5/A6/A7/Q5 OE: 412178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Bremsscheiben-Aussendurchmesser",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Höhe",,"Lochkreis",,"Länge",,"Mindestdicke",,"Oberflächenbeschaffenheit",,"Stärke",,"Vergleichsnummer",,"Hersteller","31 Incorporated","Einbauposition","Hinten","Produktart","Bremsscheibe","Bremsscheibenart","Belüftet","Material","Grauguss","Im Lieferumfang enthalten","Befestigung","Oldtimer-Teil","Nein","Ursprungsland",,"Tuning- & Styling-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","24.0112-0178.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,33564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5565646486","de_DE","ATHLON TOOLS Garagenwandschutz 2er Set XXL 50x50cm – selbstklebend,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oberflächenbeschaffenheit",,"Befestigungsart",,"Besonderheiten",,"Material",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"OE/OEM Referenznummer(n)",,"Herstellergarantie",,"Länge",,"Vergleichsnummer",,"Hersteller","ATHLON TOOLS","Einbauposition",,"Farbe","Gelb/Schwarz","Produktart","Garagenwandschutz","Ursprungsland",,"Herstellernummer","C3611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3324867175","de_DE","Auledio Handtuchhalter wie abgebildet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Finish",,"Anzahl der Teile",,"Installationsart",,"Abteilung",,"Anzahl der Einheiten",,"Maßeinheit",,"Anzahl pro Packung",,"Charakter",,"Charakter Familie",,"Durchmesser",,"Modell",,"Thema",,"Herstellernummer",,"Produktart","Handtuchhalter","Set enthält","Handtuchhalter","Material","Metall","Farbe","Schwarz","Marke","Auledio","Montage","Wandmontage","Zimmer",,"Höhe","60.99","Stil","Modern","Besonderheiten","Schwenkbar, Platzsparend","Montage erforderlich","Ja","Ursprungsland",,"Breite","14","Länge","33.48",,,,,,,,,,,,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7333529126","de_DE","Außenspiegel Rechts für Ford Transit V363 TYC 310-0237 elektrisch NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Material",,"Spiegeleinstellung",,"Oldtimer-Teil",,"Befestigungsart",,"Oberflächenbeschaffenheit",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Herstellergarantie",,"Im Lieferumfang enthalten",,"OE/OEM Referenznummer(n)",,"Breite",,"Farbcode",,"Höhe",,"Länge",,"Vergleichsnummer",,"Hersteller","AT Pac/TYC","Produktart","Außenspiegel","Einbauposition","Rechts","Besonderheiten","Beheizt","Anzahl der Teile","1","Farbe","Schwarz","Gewicht","1 kg","Ursprungsland",,"Herstellernummer","310-0237",,,,,,,,,,,,,,,,,,,,,,,,262161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7676899776","de_DE","AUTO NEWLAND Rangierwagenheber Hydraulisch 2T Flachprofil Doppelkolben",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Referenznummer(n) OE",,"Referenznummer(n) OEM",,"Herstellergarantie",,"Weitere Artikelnummer",,"Produktart","Rangierwagenheber","Betriebsart","Hydraulisch","Tragkraft per Heber","2 t","Geeignet für","PKW","Marke","AUTO NEWLAND","Material","Stahl","Herstellernummer","Q086B-5.5kg","Ursprungsland","China","Anzahl der Einheiten","1","Maßeinheit","Einheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5091393302","de_DE","B423K Toner für Brother – Gestochen scharfe & kostengünstige Drucke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drucktechnologie",,"Herstellernummer",,"Druckermodell",,"Seitenertrag",,"Anzahl der Einheiten",,"Maßeinheit",,"Druckermarke","Brother","Marke","JOIDWAY","Version",,"Farbe","Schwarz","Ursprungsland",,"Markenkompatibilität","Für Brother",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5032047149","de_DE","Bad-Hochschrank Weiß – Platzsparend für kleine Bäder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Geschlecht",,"Material",,"Anzahl der Türen",,"Türensystem",,"Zubehör",,"Marke","Bad-Hochschrank Weiß – Platzsparend für kleine Bäder","Farbe","Weiß","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7226847075","de_DE","BBQ-Toro Gusseisen Grillpfanne 42,5 cm - 3,5L Rechteckig neu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durchmesser",,"Oberflächenbeschichtung",,"Tiefe",,"Ursprungsland",,"Modell",,"Anzahl der Teile",,"Hitzebeständigkeit",,"Herstellergarantie",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","BBQ-Toro","Produktart","Grillpfanne","Set enthält","Grillpfanne","Material","Gusseisen","Breite","27 cm","Höhe","12.5 cm","Länge","42.5 cm","Geeigneter Herdtyp","Gas,Elektrisch","Ofenart","Elektrisch","Besonderheiten","Mit Deckel","Form","Rund","Farbe","Schwarz","Herstellernummer","PAN1","Gewicht","1",,,,,,,,,,,,,,,,,,,,,,,,98845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3210037840","de_DE","Beautex Jersey Spannbettlaken 90x200cm Dunkelbraun für Boxspringbetten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","Beautex","Ursprungsland","Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1000000005","de_DE","Bench Herren Hemd kurzarm Marineblau S Baumwolle Modell Bowdon EN31238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Farbe","Marineblau","Marke","Bench","Größe","S","Geschlecht","Herren","Material","Baumwolle","Ursprungsland","Bangladesch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1000000003","de_DE","Bench Herren Jeans Eddie Dunkelblau W34 L34 Baumwollmischung Regular Fit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jahrzehnt",,"Original/Reproduktion",,"Look",,"Brustumfang",,"Schrittlänge",,"Schulterbreite",,"Schulter zum Saum",,"Bund zum Saum",,"Marke","Bench","Größe","W34 L34","Herstellernummer","BN2B116010DW3MAM4","Farbe","Dunkelblau","Anlass","Alltag, Freizeit","Material","Baumwollmischung","Geschlecht","Herren","Ursprungsland","Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4324829129","de_DE","Bench Herren Performance Boxershorts 3er Pack Schwarz Gr. L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Besonderheiten",,"Charakter",,"Gewebeart",,"Muster",,"Charakter Familie",,"Anzahl pro Packung",,"Vintage",,"Textilpflege",,"Personalisieren",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Modell",,"Abteilung","Herren","Stil","Boxershorts","Marke","Bench","Material","92% Polyester, 8% Elasthan","Größe","L","Produktart","Boxershorts","Farbe","Schwarz","Ursprungsland",,"Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,11507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4324829129","de_DE","Bench Herren Performance Boxershorts 3er Pack Schwarz Größe L – Atmungsaktiv,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Besonderheiten",,"Charakter",,"Gewebeart",,"Muster",,"Charakter Familie",,"Anzahl pro Packung",,"Vintage",,"Textilpflege",,"Personalisieren",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Modell",,"Abteilung","Herren","Stil","Boxershorts","Marke","Bench","Material","92% Polyester, 8% Elasthan","Größe","L","Produktart","Boxershorts","Farbe","Schwarz","Ursprungsland",,"Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,11507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4832582390","de_DE","BENT Markisen-Zubehör 50023 250cm Gewebe 250x10cm Dunkelblau NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modellkompatibilität",,"Markenkompatibilität",,"Gehäusefarbe",,"Gewicht",,"Rahmenmaterial",,"Rahmendesign",,"Herstellernummer",,"Herstellergarantie",,"Kompatibles Jahr",,"Marke","BENT","Fahrzeugkompatibilität",,"Modell","50023","Produktart","Markisen-Zubehör","Set enthält","Adapter, Befestigungselemente","Länge","250 cm","Farbe","Dunkelblau","Höhe","250 cm","Breite","10 cm","Montage","Einfache Montage","Bedienungsart",,"Verwendungsbereich","Outdoor","Besonderheiten",,"Ursprungsland","Deutschland","Stoffmaterial","Dunkelblau","Befestigungsmaterial inklusive","Ja",,,,,,,,,,,,,,,,,,,,,,76072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9713309170","de_DE","Best Netzwerkdose LAND001 RJ45 2-fach für Cat5e/Cat6 Aufputz/Unterputz Neu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Anschluss B",,"Anzahl der Einheiten",,"Herstellernummer",,"Maßeinheit",,"Herstellergarantie",,"Breite",,"Höhe",,"Länge",,"Anschluss A","RJ45","Produktart","Netzwerkdose","Marke","Best","Farbe","Weiß","Modellkompatibilität","Universal","Markenkompatibilität","Universell","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4470809769","de_DE","Beurer Heizkissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellergarantie",,"Anzahl der Einheiten",,"Maßeinheit",,"Ablaufdatum",,"Produktart","Heizkissen","Marke","Beurer","Stromquelle","Netzstecker","Farbe","Grau","Besonderheiten","Waschbar,Mit Temperatureinstellungen","Ursprungsland",,"Abteilung","Erwachsene","Material","Stoff/Gewebe","Herstellernummer","27416","Modell","Beuer HK 123 XXL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7208980603","de_DE","Bilstein B4 Gasdruck Stoßdämpfer 19-264431 für VW T5 T6 Hinterachse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Personalisieren",,"Anleitung für Personalisierung",,"Material","Stahl","Produktart","Stoßdämpfer","Marke","Bilstein","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7151143475","de_DE","Birkenstock Arizona Split Sapphire Herren Pantolette, Gr. 48, Weite Regular, Bir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"Innensohlenmaterial",,"Laufsohlenmaterial",,"Futtermaterial",,"UK-Schuhgröße",,"AU-Schuhgröße",,"US-Schuhgröße",,"Charakter",,"Thema",,"Verschluss",,"Jahreszeit",,"Schuhweite",,"Muster",,"Akzente",,"Vintage",,"Individualisiert",,"Anzahl der Einheiten",,"Handgefertigt",,"Herstellernummer",,"Maßeinheit",,"Abteilung","Herren","EU-Schuhgröße","48","Marke","Birkenstock","Stil","Pantoletten / Zweiriemer","Obermaterial","Unbekannt","Modell","Birkenstock Arizona","Farbe","Blau","Produktlinie","Birkenstock Arizona","Besonderheiten",,"Ursprungsland",,,,,,,,,,,,,11504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3267245253","de_DE","Bitz Salatschüssel 30cm Steinzeug Schwarz Grün NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkunft",,"Produktlinie",,"Herstellungsmethode",,"Muster",,"Thema",,"Herstellungsjahr",,"Anlass",,"Original/Lizenzierte Reproduktion",,"Höhe",,"Herstellungsstil",,"Finish",,"Herstellungszeitraum",,"Vintage",,"Handgefertigt",,"Abteilung",,"Antik",,"Breite",,"Epoche",,"Herstellergarantie",,"Länge",,"Tiefe",,"Bodenmarke",,"Pflegeanleitung",,"Marke","Bitz","Set enthält","Salatschüssel","Material","Steinzeug","Produktart","Salatschüssel","Farbe","Schwarz, Grün","Ursprungsland",,"Stil","Modern",,,,,,,,,,,,262366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4874908260","de_DE","Blend Langmantel Gr. M Herren Baumwolle Schwarz NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aktivität",,"Produktlinie",,"Besonderheiten",,"Verschluss",,"Jahreszeit",,"Anlass",,"Größenkategorie",,"Gewebeart",,"Isoliermaterial",,"Vintage",,"Personalisieren",,"Herstellernummer",,"Textilpflege",,"Brustumfang",,"Akzente",,"Charakter",,"Charakter Familie",,"Handgefertigt",,"Herstellungsjahr",,"Jacken-/Mantellänge",,"Kragenart",,"Thema",,"Wärmegrad",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Marke","Blend","Abteilung","Herren","Produktart","Langmantel","Stil","Mantel","Größe","M",,,,,,,,,,,,181134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8932764822","de_DE","Blue Tomato Sweatshirt Gr. L Herren Baumwolle Schwarz NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Charakter Familie",,"Produktlinie",,"Gewebeart",,"Vintage",,"Personalisieren",,"Handgefertigt",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellungsjahr",,"Marke","Blue Tomato","Produktart","Sweatshirt","Abteilung","Herren","Größe","L","Farbe","Schwarz","Charakter","Blue","Ausschnitt","Rundhals","Ärmellänge","Langarm","Material","Baumwolle","Ursprungsland",,"Besonderheiten",,"Passform","Regular Fit","Akzente",,"Muster","Unifarben","Jahreszeit","Ganzjährig","Textilpflege","Maschinenwäsche 30°C","Modell","231/4 Placket Sweater","Herstellernummer","BTFW 2342","Maßeinheit","L",,,,,,,,,,,,15687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0457243849","de_DE","Blue Tomato Weste Gr. L Herren Polarfleece Schwarz NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Jacken-/Mantellänge",,"Produktlinie",,"Aktivität",,"Wärmegrad",,"Kragenart",,"Brustumfang",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Abteilung","Herren","Marke","Blue Tomato","Produktart","Weste","Größe","L","Stil","Weste","Farbe","Schwarz","Jahreszeit","Winter","Außenmaterial","Polyester","Futtermaterial","Polyester","Besonderheiten","Wendbar","Gewebeart","Fleece","Ursprungsland",,"Modell","23Reversible Polar Vest","Isoliermaterial","Synthetik","Verschluss","Reißverschluss","Muster","Ohne Muster","Anlass","Freizeit","Akzente","Reißverschluss","Passform","Regular","Vintage","Nein","Handgefertigt","Nein",,,,,,,,,,,,57988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
