sku,produkt_name,BIN,BINs,initial_eingelagert_menge,initial_eingelagert_iso,initial_eingelagert_typ,initial_eingelagert_BIN,kommissionierung_stock_out_menge,offene_bestellungen_new_menge,kommissioniert_bestellungen_picked_menge,verpackt_bestellungen_packed_menge,offene_bestellungen_total_menge,aktuelle_menge_avycloud_physisch,aktuelle_menge_avycloud_inventory_field,avycloud_delta_inventory_minus_bins,avycloud_available_minus_new,baselinker_product_id,aktuelle_menge_baselinker,delta_baselinker_minus_avy_available_new,delta_baselinker_minus_avy_physisch,last_synced_iso
SKU-0780623565,TAN.TOMI Hartschalenkoffer L 65L Dunkelgrau ABS – Robuster Reisekoffer mit 360°,,,1,2026-01-21T19:09:17.779Z,stock_in,XGA0402A,1,0,1,0,1,0,0,0,0,492851206,0,0,0,2026-01-30T20:08:11.864Z
SKU-5932239224,VALENTINO Motorrad Abdeckplane Größe S – Premium Wetterschutz für Roller &,XGA0401B,XGA0401B:5,5,2026-01-20T18:10:56.666Z,stock_in,XGA0401B,0,0,0,0,0,5,5,0,5,491627441,5,0,0,2026-02-08T01:15:57.045Z
SKU-5602954541,EGLO Carlton 2 Vintage Tischleuchte – Elegante Metall-Lampe Gold Schwarz E14,XGA0501C,XGA0501C:1,1,2026-01-20T18:08:06.839Z,stock_in,XGA0501C,0,0,0,0,0,1,1,0,1,491627999,1,0,0,2026-02-08T01:15:57.908Z
SKU-3310911465,Nissan Original Motoröl 5W-30 C4 DPF 5L – Synthetische Technologie für,,,1,2025-12-27T13:10:44.557Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,467527299,0,0,0,2026-01-31T23:56:41.710Z
SKU-8096141671,LVYUAN Reiner Sinus Wechselrichter 2500W/5000W DC 12V auf AC 230V mit LCD,XGA0404C,XGA0404C:1,1,2026-02-03T17:36:23.254Z,stock_in,XGA0404C,0,0,0,0,0,1,1,0,1,508517786,1,0,0,2026-02-08T01:15:58.806Z
SKU-5892452614,RDX Kara Series F6 Boxhandschuhe 14 oz Schwarz/Gold für Training & Sparring,XGA0403A,XGA0403A:1,1,2026-02-05T14:49:45.943Z,stock_in,XGA0403A,0,0,0,0,0,1,1,0,1,508517922,1,0,0,2026-02-08T01:15:59.676Z
SKU-8036579486,CECIPA Küchenarmatur Schwarz Matt mit Ausziehbrause – Moderner Einhebelmischer,XGA0204B,XGA0204B:1,,,,,0,0,0,0,0,1,1,0,1,465280624,1,0,0,2026-02-08T01:16:00.555Z
SKU-3988740005,Offgridtec Heavy Duty Sammelschiene M8 4-fach Schwarz – Robuste Bus Bar Box für,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467533469,1,0,0,2026-02-08T01:16:01.422Z
SKU-0457243849,Blue Tomato Herren Wende-Weste Polarfleece Schwarz – Reversible Outdoor Weste,XGA0405A,XGA0405A:1,1,2026-01-16T20:59:32.109Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489185872,1,0,0,2026-02-08T01:16:02.306Z
SKU-1665721376,7 O’Clock PARIS Glas-Set 15-teilig | Geriffelt mit Karaffe & Deckelgläsern |,XGA0101C,XGA0101C:1,1,2026-01-24T14:39:54.522Z,stock_in,XGA0101C,0,0,0,0,0,1,1,0,1,499992301,1,0,0,2026-02-08T01:16:03.172Z
SKU-6803336223,Mechanix Wear The Original Covert Arbeitshandschuhe Schwarz Größe L – Präzision,,,1,2026-01-30T20:00:35.161Z,stock_in,XSGA0103B,1,0,1,0,1,0,0,0,0,504410861,0,0,0,2026-02-05T13:22:02.786Z
SKU-0026867017,"LESBJFDM Professionelle Tattoo Armlehne & Beinstütze – Höhenverstellbar, 340°",XGA0301A,XGA0301A:1,1,2026-01-21T19:07:24.309Z,stock_in,XGA0301A,0,0,0,0,0,1,1,0,1,492851312,1,0,0,2026-02-08T01:16:04.052Z
SKU-2574433036,"SUNLU PLA 3D Drucker Filament 1.75mm 1kg – Hochpräzise, Umweltfreundlich &",XGA0402B,XGA0402B:1,1,2026-01-13T17:43:27.115Z,stock_in,XGA0402B,0,0,0,0,0,1,1,0,1,489185849,1,0,0,2026-02-08T01:16:04.938Z
SKU-6469360404,"Leeviter Premium Jersey Spannbettlaken Gelb – 100% Mako-Baumwolle, OEKO-TEX &",XGA0103B,XGA0103B:2,2,2026-01-01T17:13:52.397Z,stock_in,XGA0103B,0,0,0,0,0,2,2,0,2,489185837,2,0,0,2026-02-08T01:16:05.821Z
SKU-0058749943,WMF Knuddel Kinderbesteck-Set 4-teilig aus Cromargan Edelstahl 18/10 – Ideal,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,463190152,1,0,0,2026-02-08T01:16:06.691Z
SKU-0110888325,ARKK Copenhagen Visuklass Leather Strat65 Damen Sneaker Gr. 37 Weiß,XGA0302B,XGA0302B:1,,,,,0,0,0,0,0,1,1,0,1,458465245,1,0,0,2026-02-08T01:16:07.565Z
SKU-0114729665,Adidas Campus 00s Herren Sneaker H03474 – Klassischer Retro-Stil in Rot aus,XGA0302A,XGA0302A:1,,,,,0,0,0,0,0,1,1,0,1,458456583,1,0,0,2026-02-08T01:16:08.432Z
SKU-0152828115,"STALESET Handtuchhalter TH01-BK – Modernes Design, Matt Schwarz, Metall,",XGA0102C,XGA0102C:1,,,,,0,0,0,0,0,1,1,0,1,463191244,1,0,0,2026-02-08T01:16:09.298Z
SKU-0236764953,Malossi Multivar 2000 Variator Kit – Premium Tuning für Motorroller: Optimierte,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,463235479,1,0,0,2026-02-08T01:16:10.158Z
SKU-0280699295,H&M Damen Strickpullover Rundhals Rot – Hochwertige 100% Baumwolle für Komfort,XSGA0103A,XSGA0103A:1,,,,,0,0,0,0,0,1,1,0,1,458453030,1,0,0,2026-02-08T01:16:11.060Z
SKU-0362404564,"UBRAVOO ACE1013 Tragbare Kindersitzerhöhung Rosa mit Flamingo-Design, Klappbar,",,,,,,,1,0,1,0,1,0,0,0,0,449822902,0,0,0,2026-02-02T14:15:06.685Z
SKU-0411747828,JURID Bremsbelagsatz 573429J für BMW 1er 2er 3er (F20 F21 F22 F23 F87 F30 F31,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,458462471,1,0,0,2026-02-08T01:16:11.934Z
SKU-0522930788,Einhell Akku-Bohrschrauber TC-CD 18/35 Li Solo | 18V Power X-Change | 35 Nm,,,,,,,0,0,1,0,1,0,0,0,0,459737337,0,0,0,2026-01-30T20:09:25.258Z
SKU-0611814591,Lacoste Herren Hoodie SH9623 Classic Fit Kapuzenpullover aus,XSGA0103A,XSGA0103A:1,,,,,0,0,0,0,0,1,1,0,1,458974924,1,0,0,2026-02-08T01:16:12.798Z
SKU-0651722148,Topeak Bento Pack TC2333B Oberrohrtasche – Wasserdichte Fahrradtasche mit,XGA0102C,XGA0102C:4,,,,,0,0,0,0,0,4,4,0,4,449821438,4,0,0,2026-02-08T01:16:13.670Z
SKU-0698797502,Police WALDO Herren Geldbörse Braun Echtleder Bifold – Elegantes Portemonnaie,XSGA0103B,XSGA0103B:1,,,,,0,0,0,0,0,1,1,0,1,458457459,1,0,0,2026-02-08T01:16:14.549Z
SKU-0785869755,Terry Fly Exera Gel Men Fahrradsattel Schwarz – Ergonomischer Komfortsattel für,XGA0102C,XGA0102C:1,,,,,0,0,0,0,0,1,1,0,1,449822125,1,0,0,2026-02-08T01:16:15.426Z
SKU-0808524453,ASICS EX89 Unisex Sneaker White/White – Stilvoller Freizeitschuh aus Wildleder,,,,,,,0,0,1,0,1,0,0,0,0,458460887,0,0,0,2026-01-30T19:53:42.723Z
SKU-0871959830,Automatischer Rührbecher mit USB-Ladefunktion – Selbstmischender Becher aus 304,,,,,,,0,0,1,0,1,0,0,0,0,462089181,0,0,0,2026-01-30T20:09:20.058Z
SKU-0974179694,Wolfcraft Eckzwingen-Set ES 22 – 2er Pack für präzise 90° Winkelverbindungen in,,,,,,,2,0,2,0,2,0,0,0,0,462089960,0,0,0,2026-01-30T20:09:22.430Z
SKU-0982370040,"GardenGrill Challenger III Gasgrill Plancha – Edelstahl, 3 Brenner, 7.5kW für",,,,,,,1,0,1,0,1,0,0,0,0,458469209,0,0,0,2026-01-30T19:53:41.829Z
SKU-0989494543,"Adidas SL 72 OG W Damen Sneaker: Ikonischer Retro-Stil, Komfort & Semi Pink/Red",XGA0302A,XGA0302A:1,,,,,0,0,0,0,0,1,1,0,1,458456587,1,0,0,2026-02-08T01:16:16.305Z
SKU-1040274599,"SCM Bilderbuch: Vom kleinen Waschbären, der sich traute – Mutig sein für Kinder",XSGA0103A,XSGA0103A:1,,,,,0,0,0,0,0,1,1,0,1,458473855,1,0,0,2026-02-08T01:16:17.164Z
SKU-1066852367,Shelly Smart Switch 1PM Mini Gen3 mit Leistungsmessung für Smart Home 110-240V,,,,,,,0,0,2,0,2,0,0,0,0,458467745,0,0,0,2026-01-30T20:09:31.702Z
SKU-1153910217,Shure SM58-LCE Dynamisches Gesangsmikrofon – Professionelles XLR Mikrofon für,,,,,,,1,0,1,0,1,0,0,0,0,462090779,0,0,0,2026-02-01T23:15:42.641Z
SKU-1181918814,Kaweco ICE SPORT GLOW Füllfederhalter Set – Leuchtgelb mit Markerfeder –,,,,,,,1,0,1,0,1,0,0,0,0,462091600,0,0,0,2026-01-30T19:53:54.174Z
SKU-1230781227,Villa Grinario Jersey Spannbettlaken 100x200cm Kieselgrau – Hochwertige,XGA0201C,XGA0201C:2,,,,,0,0,0,0,0,2,2,0,2,449821878,2,0,0,2026-02-08T01:16:18.027Z
SKU-1419839651,Adidas VS Switch 3 CF C Unisex Kinder Sneaker – Bequeme Lifestyle Laufschuhe,XGA0301B,XGA0301B:1,,,,,0,0,0,0,0,1,1,0,1,458456584,1,0,0,2026-02-08T01:16:18.895Z
SKU-1483282001,"DUO Collection Chefsessel Tiago XXL – Ergonomischer Bürostuhl mit Stoffbezug,",,,,,,,0,0,1,0,1,0,0,0,0,465027644,0,0,0,2026-01-30T19:54:13.533Z
SKU-1612836881,Wera Bicycle Set 6 – 10-teiliger Fahrrad Werkzeugsatz mit Hex-Plus und,,,,,,,1,0,1,0,1,0,0,0,0,462092417,0,0,0,2026-01-30T19:54:18.739Z
SKU-1618101796,Wera 6003 Joker Ringmaulschlüssel 6 mm – Hochwertiger Maul-Ringschlüssel mit,,,,,,,1,0,1,0,1,0,0,0,0,458513307,0,0,0,2026-01-30T20:09:33.433Z
SKU-1782951292,Wella Professionals SP Balance Scalp Shampoo 250ml – Sanfte Pflege für sensible,XGA0103C,XGA0103C:2,1,2026-01-09T17:55:55.022Z,stock_in,XGA0103C,5,0,4,0,4,2,2,0,2,462106849,2,0,0,2026-02-08T01:16:19.787Z
SKU-1789286937,Engelbert Strauss Herren Arbeits-T-Shirt | Basic Workwear Shirt | 100%,,,,,,,1,0,1,0,1,0,0,0,0,458974880,0,0,0,2026-01-30T20:09:39.758Z
SKU-1825816304,ZWILLING TWIN Chef Universalmesser Wellenschliff 13 cm – FRIODUR Klinge,,,,,,,1,0,0,1,1,0,0,0,0,462110860,0,0,0,2026-02-09T12:39:30.685Z
SKU-1961998362,KOENIC Zitruspresse mit Edelstahlgehäuse und Tropfstopp – Effizienter Entsafter,,,,,,,1,0,1,0,1,0,0,0,0,465038138,0,0,0,2026-01-30T20:10:04.965Z
SKU-2019125675,Derma Pen Germany Microneedling Pen – Professionelles Anti-Aging Gerät für,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,462106216,1,0,0,2026-02-08T01:16:23.132Z
SKU-2123165909,"AOLISHENG Schwerlast Schubladenschiene Vollauszug 600mm – 51mm Breite, 68kg",XGA0102D,XGA0102D:6,,,,,0,0,0,0,0,6,6,0,6,462109943,6,0,0,2026-02-08T01:16:24.035Z
SKU-2151943751,"Cretacolor Brevilliers Harte Graupastelle Set, 12 Stück – Hohe Pigmentierung",XGA0102B,XGA0102B:1,1,2026-01-27T11:22:12.784Z,stock_in,XGA0102B,1,0,0,0,0,1,1,0,1,458470102,1,0,0,2026-02-08T01:16:24.959Z
SKU-2152217706,WMF Ceramill Elektrische Gewürzmühle 21 cm – Salz- & Pfeffermühle mit,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,459794734,1,0,0,2026-02-08T01:16:25.839Z
SKU-2384085318,Seltmann Weiden Kaffeeservice Lido Solid Black 18-teilig – Elegantes Porzellan,,,,,,,1,0,0,1,1,0,0,0,0,458456175,0,0,0,2026-02-09T12:38:51.046Z
SKU-2384804976,New Balance Sneaker Damen Rosa/Creme/Beige Wildleder Mesh 9060,XGA0301B,XGA0301B:1,1,2026-02-09T12:27:05.385Z,stock_in,XGA0301B,0,0,1,0,1,1,1,0,1,458453020,1,0,0,2026-02-09T12:27:10.192Z
SKU-2388529978,"Original Brother B423C Cyan Toner Kartusche – Hohe Reichweite für HL-L8260CDW,",XGA0101B,XGA0101B:1,,,,,0,0,0,0,0,1,1,0,1,458469510,1,0,0,2026-02-08T01:16:27.644Z
SKU-2391228513,Adidas Originals Handball Spezial W Damen Sneaker – Stilvolles Wildleder in,XGA0302A,XGA0302A:1,,,,,0,0,0,0,0,1,1,0,1,458456589,1,0,0,2026-02-08T01:16:28.516Z
SKU-2417212434,McDavid Kniebandage 421 Größe S – Moderate Kniestütze mit Federstahlstreben für,XGA0102C,XGA0102C:1,,,,,1,0,1,0,1,1,1,0,1,459967606,1,0,0,2026-02-08T01:16:29.399Z
SKU-2561166298,Hodalump Herren Geldbörse Braun Echtleder RFID Schutz Vintage Design – Modell,XGA0102D,XGA0102D:93,99,2025-12-26T12:42:25.802Z,bin_assign_product,XGA0102D,6,0,7,0,7,93,93,0,93,458459208,93,0,0,2026-02-08T01:16:30.314Z
SKU-2566552410,Wera Bit-Safe 61 Universal 4 Bit-Satz – 61-teiliges Torx Set mit Bithalter 1/4,,,,,,,0,0,1,0,1,0,0,0,0,458453071,0,0,0,2026-01-30T20:10:33.641Z
SKU-2611077541,Glossyautoparts Nockenwelle für optimale Ventilsteuerung & Leistungssteigerung,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,458456653,1,0,0,2026-02-08T01:16:31.249Z
SKU-2621538468,Brandson Tischventilator 30cm – Leistungsstarker Ventilator mit 3,,,,,,,1,0,1,0,1,0,0,0,0,449826140,0,0,0,2026-01-30T20:10:32.749Z
SKU-2633108165,WALSER Perma Protect Hagelschutzplane Größe S – TÜV-geprüfter Premium-Schutz,XGA0201E,XGA0201E:1,,,,,0,0,0,0,0,1,1,0,1,465090922,1,0,0,2026-02-08T01:16:32.119Z
SKU-2636479706,VIDEX Garden PALM-PROTECT Winterschutzhaus für Kübelpflanzen – Frostschutz,,,,,,,0,0,1,0,1,0,0,0,0,458454058,0,0,0,2026-01-30T19:39:29.457Z
SKU-2638568297,"Altra Escalante 4 Herren Laufschuhe Schwarz/Weiß – Dynamisch, Reaktionsfreudig,",XGA0301B,XGA0301B:1,,,,,0,0,0,0,0,1,1,0,1,458468908,1,0,0,2026-02-08T01:16:32.987Z
SKU-2638580995,Bellabino Kinderregal Towy Mobil mit Rollen – Robustes Holzregal Weiß für,,,,,,,1,0,1,0,1,0,0,0,0,449822798,0,0,0,2026-01-30T20:10:46.258Z
SKU-2690684566,MANN-FILTER Ölfilter HU 720/3 x – Premium Motorschutz für optimale,,,,,,,1,0,1,0,1,0,0,0,0,465094422,0,0,0,2026-01-31T23:56:43.555Z
SKU-2789683373,"Brandson Standventilator 42 cm – Leistungsstark, Oszillierend,",XGA0203E,XGA0203E:1,,,,,0,0,0,0,0,1,1,0,1,449825783,1,0,0,2026-02-08T01:16:33.949Z
SKU-2804135383,ERZEKRIM Ferritkern Entstörfilter Set 40-tlg. – Clip-on für Kabel 3.5-13mm –,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,462138578,1,0,0,2026-02-08T01:16:34.814Z
SKU-2841208491,Meiner! Bilderbuch von Olivia Huth: Freundschaft & Teilen spielerisch entdecken,XSGA0103A,XSGA0103A:1,,,,,0,0,0,0,0,1,1,0,1,458476579,1,0,0,2026-02-08T01:16:35.688Z
SKU-2965430996,Beliani Beistelltisch CAORIA Sanduhr-Design Terrazzo-Optik 40cm – Wetterfest &,,,,,,,1,0,1,0,1,0,0,0,0,449823903,0,0,0,2026-01-30T20:11:06.191Z
SKU-3046032177,Tineco Floor One S5 Akku-Hartbodenreiniger Nass-Trockensauger mit iLoop Sensor,,,,,,,1,0,1,0,1,0,0,0,0,449825443,0,0,0,2026-01-30T20:11:08.065Z
SKU-3047799035,"ABUS IVERA Chain 7210 Kettenschloss 110cm – Hochsicherer Fahrradschutz,",,,,,,,1,0,0,0,0,0,0,0,0,465085103,0,0,0,2026-02-03T03:22:29.163Z
SKU-3086033338,"JURID Bremsbelagsatz 573602J – Hochleistungs Bremsbeläge für BMW 1er, 2er, 3er,",XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,458477182,1,0,0,2026-02-08T01:16:36.550Z
SKU-3093460977,LLIVEKIT Dual-Zone Heißluftfritteuse 9L Doppelkammer Airfryer 2400W mit,,,,,,,1,0,1,0,1,0,0,0,0,449823262,0,0,0,2026-02-04T13:11:49.019Z
SKU-3095199472,Skechers GO GOLF MAX-FAIRWAY 3 Damen Golfschuhe Grau/Pink Mesh Synthetik,,,,,,,1,0,1,0,1,0,0,0,0,458453033,0,0,0,2026-01-30T20:11:17.161Z
SKU-3132130051,Skechers Street UNO Stand on Air Herren Sneaker Weiß - Air-Cooled Memory Foam &,XGA0301B,XGA0301B:1,,,,,0,0,0,0,0,1,1,0,1,458453023,1,0,0,2026-02-08T01:16:37.433Z
SKU-3149269291,Nidec Sankyo 445-0765157A Motorisierter Kartenleser – Robust für HiCo,XGA0204B,XGA0204B:1,,,,,0,0,0,0,0,1,1,0,1,449822230,1,0,0,2026-02-08T01:16:38.314Z
SKU-3190070125,"GREELUE Aufbewahrungskorb 3er-Set SNK3T-WH – Stapelbar, PP, Weiß – 34.5x12x44cm",,,,,,,0,0,2,0,2,0,0,0,0,458460263,0,0,0,2026-01-30T19:40:08.307Z
SKU-3210037840,BEAUTEX Premium Jersey Topper Spannbettlaken 90x200 cm Baumwolle Dunkelgrau,XGA0201C,XGA0201C:1,,,,,0,0,0,0,0,1,1,0,1,465097958,1,0,0,2026-02-08T01:16:39.175Z
SKU-3213392901,Nike Zoom Vapor 12 CLY Herren Tennisschuh für Sandplätze – Optimale Performance,XGA0302B,XGA0302B:1,,,,,0,0,0,0,0,1,1,0,1,458974961,1,0,0,2026-02-08T01:16:40.072Z
SKU-3368481451,PUMA Clyde Palais Artisan Unisex Sneaker Chocotart-Frosted Ivory – Stilvoller,XGA0302A,XGA0302A:1,,,,,0,0,0,0,0,1,1,0,1,458974976,1,0,0,2026-02-08T01:16:40.932Z
SKU-3566484007,Steambow Bodkinpfeile Set für AR-Serie Armbrüste – 6er Pack mit gehärteten,,,,,,,1,0,1,0,1,0,0,0,0,465066047,0,0,0,2026-01-30T20:11:27.145Z
SKU-3588671475,Topeak Ratchet Rocket Essential Multi-Tool Set TT2628 – Präzises,,,1,2025-12-26T12:42:54.478Z,bin_assign_product,XGA0102C,1,0,2,0,2,0,0,0,0,449821152,0,0,0,2026-01-30T19:40:38.958Z
SKU-3622017850,Mackie HM-4 4-Kanal Kopfhörerverstärker – Kompaktes Audio-Monitoring für Studio,,,,,,,0,0,1,0,1,0,0,0,0,459966535,0,0,0,2026-01-30T20:11:30.631Z
SKU-3734657776,"Hansgrohe Vernis Blend 100 Waschtischarmatur mit EcoSmart,",,,,,,,0,0,1,0,1,0,0,0,0,459736332,0,0,0,2026-01-30T19:40:45.957Z
SKU-3783198734,HOLMENKOL Oxyd MINI Aluoxidstein – Präzisionswerkzeug für Ski & Snowboard,,,,,,,1,0,1,0,1,0,0,0,0,462181816,0,0,0,2026-01-30T20:11:33.614Z
SKU-3818412905,Hermès Terre d'Hermès Eau de Toilette für Herren 100ml – Holzig-Würziger Duft,,,1,2025-12-26T09:27:26.449Z,stock_in,XGA0304C,6,0,7,0,7,0,0,0,0,458453067,0,0,0,2026-01-30T20:11:29.737Z
SKU-3963918245,Success Courier DSK-1 Automatische Pumpensteuerung für Hauswasserwerk &,XGA0101B,XGA0101B:1 ; XGA0202C:1,,,,,0,0,0,0,0,2,2,0,2,458514311,2,0,0,2026-02-08T01:16:41.803Z
SKU-3992211748,"Nike Defy All Day Damen Sportschuh – Komfortabler Sneaker in Weiß, Gr. 39 (EU)",,,,,,,1,0,1,0,1,0,0,0,0,458974959,0,0,0,2026-01-30T20:11:35.158Z
SKU-4008377248,"Divasya Yoga Premium Yogamatte Pink – Rutschfest, Naturkautschuk, Japanischer",XGA0202C,XGA0202C:1,,,,,0,0,0,0,0,1,1,0,1,458453056,1,0,0,2026-02-08T01:16:42.664Z
SKU-4017783375,Blivrig LED Fluter 300W IP66 Kaltweiß Außenstrahler Wasserfest Staubdicht,XGA0202D,XGA0202D:2,,,,,0,0,0,0,0,2,2,0,2,449824000,2,0,0,2026-02-08T01:16:43.524Z
SKU-4118229261,"ROCKBROS Minipumpe 806-TEAM-B – Leichte Aluminium Fahrradpumpe für Rennrad, MTB",XSGA0103A,XSGA0103A:1,,,,,0,0,0,0,0,1,1,0,1,465097988,1,0,0,2026-02-08T01:16:44.415Z
SKU-4204090012,Villa Grinario Premium Jersey Spannbettlaken Hellblau – 100% Baumwolle – Für,XGA0201C,XGA0201C:3,,,,,0,0,0,0,0,3,3,0,3,449821837,3,0,0,2026-02-08T01:16:45.279Z
SKU-4212491486,Hochwertige Handpan 58cm mit 9 Noten – Lackierter Stahl Schwarz Matt – Ideal,,,,,,,0,0,1,0,1,0,0,0,0,449822625,0,0,0,2026-01-30T19:40:48.128Z
SKU-4264334297,Lionelo Willow Laufgitter Baby XXL 120x180cm – Sichere Spielumgebung mit,,,1,2026-01-11T16:54:06.473Z,stock_in,XQGA0101A,1,0,2,0,2,0,0,0,0,458453039,0,0,0,2026-01-30T20:12:05.791Z
SKU-4304000683,LEONARDO Becherglas Set Swing 9cm 355ml Glas Blau Grau – Modern &,,,,,,,1,0,1,0,1,0,0,0,0,,0,0,0,2026-01-30T20:11:47.558Z
SKU-4358173575,SEEK DISCOMFORT Spark Kartenspiel für Erwachsene – Interaktives Gesprächsspiel,,,,,,,1,0,1,0,1,0,0,0,0,465074749,0,0,0,2026-02-06T13:30:16.307Z
SKU-4391085581,Lacoste Herren Sneaker T-Clip Set 224 2 SMA – Weiß (White/White) aus Leder – UK,,,,,,,0,0,1,0,1,0,0,0,0,458463796,0,0,0,2026-01-30T20:12:10.258Z
SKU-4433223955,Lululemon The Big Mat 5mm Yogamatte – Rutschfest & Gelenkschonend für Yoga &,,,,,,,0,0,1,0,1,0,0,0,0,449823701,0,0,0,2026-01-30T20:12:08.086Z
SKU-4434702791,Lexar 8GB DDR4 3200MHz SO-DIMM RAM Speicher Modul für Laptop Notebook,,,,,,,1,0,1,0,1,0,0,0,0,465085102,0,0,0,2026-01-30T19:41:00.957Z
SKU-4488972962,"Gusskönig Dutch Oven Set 4,5L Gusseisen – Vielseitiger Feuertopf für Outdoor,",,,,,,,1,0,1,0,1,0,0,0,0,465100094,0,0,0,2026-02-06T13:28:31.028Z
SKU-4541378818,Longking Selbstklebefliesen LKA003WGuk 30x30cm Weiß – Moderne Vinyl Wandfliesen,XGA0103C,XGA0103C:2,,,,,0,0,0,0,0,2,2,0,2,462181513,2,0,0,2026-02-08T01:16:46.140Z
SKU-4541440236,"LEQISMART A11 E-Scooter mit Straßenzulassung (ABE), 350W Heckmotor, 20km/h,",,,,,,,0,0,1,0,1,0,0,0,0,449825163,0,0,0,2026-01-30T20:12:15.759Z
SKU-4561934561,GLOCK Original Waffenkoffer – Robuster Hartschalenkoffer mit Schaumstoffeinlage,,,,,,,0,0,1,0,1,0,0,0,0,449821605,0,0,0,2026-01-30T20:12:13.288Z
SKU-4607569519,SONAX PROFILINE Scheinwerfer Aufbereitungsset – Professionelle Restaurierung,,,,,,,0,0,1,0,1,0,0,0,0,465100160,0,0,0,2026-01-31T23:56:45.427Z
SKU-4660262942,Adidas NY 90 Herren Sneaker – Core Black/Carbon – Gr. 47 1/3 (UK 12 / US 12.5),,,,,,,1,0,1,0,1,0,0,0,0,458456586,0,0,0,2026-01-30T20:12:29.461Z
SKU-4679981655,"JOLLY Graphit Kinderfest Bleistifte HB, 12er Set, bruchgeschützt, ergonomisch,",,,,,,,0,0,3,0,3,0,0,0,0,458470427,0,0,0,2026-01-30T20:12:22.386Z
SKU-4802639881,FITGRIFF Classic Leder Gewichthebergürtel für Krafttraining & Bodybuilding,XGA0102B,XGA0102B:1,,,,,0,0,0,0,0,1,1,0,1,465027960,1,0,0,2026-02-08T01:16:47.034Z
SKU-4820097368,TAN.TOMI Rolltop Rucksack 25-40L – Flexibler Daypack mit Laptopfach 15.6 Zoll &,XGA0104D,XGA0104D:6,10,2025-12-26T12:40:42.379Z,bin_assign_product,XGA0202B,4,0,3,0,3,6,6,0,6,449821480,6,0,0,2026-02-08T01:16:47.897Z
SKU-4846525236,"QinnFSIYANG F6 Elektroroller Pink – Faltbarer E-Scooter mit 500W Motor, 20km/h,",XGA0101A,XGA0101A:1,,,,,0,0,0,0,0,1,1,0,1,465085060,1,0,0,2026-02-08T01:16:48.768Z
SKU-4919757592,Clockhouse Herren Flanellhemd Langarm Kariert Blau Grau Größe L – Weiche,XSGA0103A,XSGA0103A:1,1,2025-12-26T13:17:40.331Z,bin_assign_product,XSGA0103A,0,0,0,0,0,1,1,0,1,458478956,1,0,0,2026-02-08T01:16:49.658Z
SKU-4949389854,"evoTrek Loop Fahrrad Abschleppsystem für Kinder & E-Bikes – Robust, Flexibel &",XSGA0103B,XSGA0103B:1,,,,,0,0,0,0,0,1,1,0,1,465069064,1,0,0,2026-02-08T01:16:50.524Z
SKU-4990478200,"BBQ-Toro Gusseisen Wokpfanne Ø 35,5 cm – Bereits eingebrannt, flacher Boden,",,,,,,,0,0,1,0,1,0,0,0,0,449823072,0,0,0,2026-01-30T19:41:32.909Z
SKU-4996518676,"Topeak DynaWedge L Fahrrad Satteltasche – Wetterfest, 0.6L Volumen, Strap",XGA0102C,XGA0102C:6,,,,,0,0,0,0,0,6,6,0,6,449821266,6,0,0,2026-02-08T01:16:51.391Z
SKU-5017039989,"Mountain Guide Cuando Herren Outdoor-Wanderschuh – Wasserdicht, Atmungsaktiv &",XGA0302B,XGA0302B:1,,,,,0,0,0,0,0,1,1,0,1,458463095,1,0,0,2026-02-08T01:16:52.286Z
SKU-5032047149,eSituro Bad Hochschrank mit 4 Schubladen – Moderner Beistellschrank aus MDF in,XGA0204C,XGA0204C:1,,,,,0,0,0,0,0,1,1,0,1,458466968,1,0,0,2026-02-08T01:16:53.146Z
SKU-5037405516,LOBERON Kräuterschere Magnoux – Präzise Edelstahl-Kräuterschere mit Eisen-Griff,XGA0102C,XGA0102C:1,,,,,0,0,0,0,0,1,1,0,1,462237006,1,0,0,2026-02-08T01:16:54.014Z
SKU-5091393302,JOIDWAY B423K Kompatible Toner Kartusche Schwarz für Brother TN-423K – Hohe,XGA0101B,XGA0101B:1,,,,,0,0,0,0,0,1,1,0,1,458453027,1,0,0,2026-02-08T01:16:54.907Z
SKU-5127373339,UnionSine DataPocket HD2510 Externe Festplatte 500GB USB 3.0 Schwarz – Tragbar,,,,,,,1,0,1,0,1,0,0,0,0,458506064,0,0,0,2026-01-30T20:13:02.761Z
SKU-5320447988,Jolly Neon Schulpinsel-Set 6-teilig – Ergonomische Synthetikpinsel für,,,,,,,6,0,0,0,0,0,0,0,0,458470428,0,0,0,2026-01-30T20:12:40.671Z
